reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
32,39,2021-03-23,59,17,36.0,5.0,1.0,1208,17
28,69,2021-03-15,245,53,117.0,75.0,0.0,1615,274
52,49,2021-06-18,9,6,1.0,2.0,0.0,949,20
84,69,2021-03-09,491,122,,,,5962,754
28,90,2021-02-19,212,2,,,,898,493
76,89,2021-06-04,196,10,68.0,118.0,0.0,4563,1813
2,90,2021-03-16,1,0,1.0,0.0,0.0,8,7
1,9,2020-12-04,1,0,,,,20,0
27,69,2021-01-26,238,49,,,,1824,278
76,69,2021-08-04,172,48,89.0,28.0,7.0,3946,444
44,39,2021-01-24,36,4,,,,981,23
2,0,2021-02-04,21,4,,,,385,45
32,19,2021-07-09,5,0,2.0,3.0,0.0,331,2
53,29,2021-01-19,3,0,,,,111,0
93,9,2021-01-05,3,0,,,,169,0
53,89,2021-07-16,81,0,35.0,37.0,9.0,1857,698
2,89,2021-03-04,2,1,,,,49,12
94,19,2021-06-14,0,0,0.0,0.0,0.0,5,0
76,89,2021-06-17,156,4,57.0,95.0,0.0,4605,1812
3,90,2021-01-05,0,0,,,,8,1
76,69,2021-07-27,103,27,41.0,33.0,2.0,3886,439
53,90,2021-03-13,98,0,,,,587,337
94,9,2020-03-19,0,0,,,,0,0
4,0,2021-02-14,74,27,,,,829,57
84,19,2020-12-07,15,1,,,,185,0
3,59,2021-05-27,20,7,13.0,0.0,0.0,302,23
32,0,2020-12-25,2377,238,,,,17352,4298
75,29,2021-05-16,14,2,9.0,2.0,1.0,446,2
44,49,2021-02-05,67,20,,,,1690,62
24,0,2021-07-28,216,27,63.0,118.0,8.0,12554,2789
11,69,2021-01-07,678,155,,,,10045,1737
94,49,2021-04-05,0,0,0.0,0.0,0.0,49,2
4,19,2021-03-06,0,0,,,,34,1
94,69,2021-05-20,10,3,2.0,4.0,1.0,170,22
11,29,2021-02-21,76,14,,,,2238,24
2,9,2021-05-03,0,0,0.0,0.0,0.0,1,0
93,9,2021-05-19,4,0,3.0,1.0,0.0,288,0
1,39,2020-12-29,0,0,,,,58,2
52,59,2021-06-09,47,13,27.0,7.0,0.0,1569,63
44,9,2021-02-18,1,0,,,,208,1
2,59,2021-04-20,27,9,18.0,0.0,0.0,119,3
44,90,2021-04-21,249,3,162.0,83.0,1.0,3118,1974
2,90,2021-01-26,0,0,,,,7,5
32,89,2021-06-14,437,14,209.0,214.0,0.0,8036,3545
76,79,2021-05-11,378,98,156.0,122.0,2.0,4197,931
2,59,2021-03-31,12,4,8.0,0.0,0.0,93,3
2,0,2021-05-10,84,20,59.0,5.0,0.0,715,88
2,0,2021-03-18,27,7,18.0,2.0,0.0,421,49
2,29,2021-01-06,0,0,,,,13,0
1,19,2021-06-26,0,0,0.0,0.0,0.0,14,0
84,0,2021-01-18,3940,413,,,,30724,7458
28,29,2021-06-10,7,0,7.0,0.0,0.0,315,2
76,9,2020-03-23,5,0,,,,7,0
4,79,2021-04-03,28,9,15.0,4.0,0.0,172,35
28,29,2021-01-09,9,2,,,,149,0
2,9,2021-06-20,0,0,0.0,0.0,0.0,1,0
93,79,2021-07-08,185,34,34.0,115.0,2.0,8302,1829
44,49,2020-12-06,76,10,,,,1326,44
75,59,2021-06-13,69,25,31.0,12.0,1.0,2114,99
11,89,2021-02-15,1407,61,,,,11511,4877
24,0,2020-12-04,886,116,,,,4572,1069
28,90,2021-05-24,150,1,61.0,88.0,0.0,1396,744
4,19,2021-05-05,1,0,1.0,0.0,0.0,41,1
75,59,2021-05-29,74,26,35.0,12.0,1.0,2059,97
27,19,2021-06-30,2,1,0.0,1.0,0.0,199,0
11,89,2021-07-15,300,13,58.0,225.0,4.0,16824,6905
75,49,2021-01-29,37,11,,,,589,15
2,49,2021-03-03,1,1,,,,52,1
84,19,2021-04-02,20,1,13.0,2.0,4.0,346,0
94,90,2021-03-01,23,0,,,,44,27
27,49,2021-03-17,31,9,14.0,2.0,6.0,893,19
75,19,2021-06-21,3,0,2.0,0.0,1.0,138,0
44,9,2021-05-04,1,0,1.0,0.0,0.0,249,1
44,59,2021-05-01,288,87,160.0,31.0,10.0,4375,296
1,89,2021-06-26,13,1,6.0,6.0,0.0,174,78
84,59,2021-05-02,411,114,248.0,40.0,9.0,5586,255
94,9,2021-02-13,0,0,,,,11,0
93,69,2021-02-21,553,159,,,,4555,418
11,49,2021-03-21,359,95,229.0,21.0,14.0,6627,259
28,39,2021-03-03,19,5,,,,299,5
32,59,2021-01-22,166,34,,,,2522,171
76,29,2021-05-02,19,3,14.0,0.0,2.0,526,3
24,59,2021-06-06,63,18,21.0,22.0,2.0,1538,77
84,79,2020-03-24,267,70,,,,58,21
2,29,2021-02-18,0,0,,,,13,0
3,19,2021-02-15,0,0,,,,172,0
4,49,2020-12-28,6,1,,,,83,3
93,9,2021-03-06,2,0,,,,219,0
27,49,2021-07-16,8,1,4.0,1.0,2.0,1255,26
3,59,2020-12-20,3,1,,,,195,11
24,90,2021-04-17,136,1,76.0,59.0,0.0,1137,639
52,39,2021-05-08,11,1,9.0,0.0,1.0,537,3
84,89,2021-03-09,889,26,,,,9419,3904
93,90,2020-12-28,443,4,,,,1621,848
2,9,2021-04-16,0,0,0.0,0.0,0.0,1,0
52,90,2021-07-31,15,0,8.0,7.0,0.0,1602,735
1,29,2021-05-21,0,0,0.0,0.0,0.0,31,0
44,0,2021-06-03,1194,192,603.0,386.0,13.0,37360,10100
32,59,2021-02-09,181,38,,,,2723,183
2,19,2021-05-31,0,0,0.0,0.0,0.0,5,0
28,89,2021-07-11,117,1,56.0,60.0,0.0,3371,1278
1,90,2021-05-26,4,0,1.0,3.0,0.0,36,19
11,49,2021-05-12,433,129,255.0,36.0,13.0,9040,314
4,89,2021-02-05,5,0,,,,65,14
27,49,2021-04-19,49,11,31.0,2.0,5.0,1034,22
94,29,2021-01-18,0,0,,,,19,0
52,79,2021-02-03,228,35,,,,1470,318
76,49,2021-01-01,24,8,,,,770,12
75,9,2021-01-25,4,1,,,,65,0
2,0,2021-06-06,33,7,19.0,7.0,0.0,794,98
27,90,2020-12-19,329,2,,,,963,579
3,49,2021-05-04,6,2,3.0,1.0,0.0,335,4
76,49,2021-02-05,50,12,,,,874,17
52,90,2021-02-01,219,0,,,,943,491
4,49,2021-02-03,0,0,,,,94,3
75,49,2021-03-15,44,13,30.0,1.0,0.0,731,20
52,59,2021-02-27,45,11,,,,882,46
75,90,2021-05-05,189,2,127.0,60.0,0.0,1799,972
24,90,2020-12-13,171,1,,,,510,330
28,59,2021-06-19,68,15,26.0,26.0,1.0,1749,111
2,29,2021-02-26,0,0,,,,13,0
3,39,2021-07-21,6,0,4.0,0.0,2.0,630,5
32,49,2021-04-16,182,53,115.0,11.0,3.0,2316,48
3,69,2021-07-27,31,5,20.0,3.0,3.0,429,49
84,19,2021-04-11,18,1,12.0,2.0,3.0,360,0
27,79,2021-02-18,398,69,,,,3017,742
52,0,2021-07-20,125,17,45.0,61.0,2.0,13375,2736
52,29,2021-07-30,3,0,3.0,0.0,0.0,396,0
6,0,2021-05-10,14,7,7.0,0.0,0.0,1252,127
94,49,2021-04-06,1,0,1.0,0.0,0.0,49,2
4,79,2021-04-06,29,12,14.0,3.0,0.0,175,36
3,69,2021-07-03,23,10,10.0,3.0,0.0,391,39
3,90,2021-03-25,0,0,0.0,0.0,0.0,10,2
76,19,2020-03-24,0,0,,,,4,0
2,39,2021-06-12,5,3,1.0,1.0,0.0,52,4
32,39,2021-03-08,66,19,,,,1117,14
75,89,2021-05-24,267,15,152.0,100.0,0.0,3788,1536
6,0,2021-05-15,10,6,4.0,0.0,0.0,1256,128
11,19,2021-06-16,15,2,10.0,0.0,3.0,1011,4
4,69,2021-03-22,30,19,9.0,2.0,0.0,232,25
2,69,2021-05-04,32,7,24.0,1.0,0.0,160,10
94,90,2021-04-18,6,0,3.0,3.0,0.0,72,35
75,29,2021-03-09,10,1,,,,310,2
3,39,2021-06-11,15,4,10.0,0.0,1.0,552,1
6,49,2021-01-30,10,1,,,,80,7
4,39,2021-02-16,3,1,,,,87,1
75,49,2021-06-04,32,7,23.0,2.0,0.0,1176,27
2,19,2020-12-06,0,0,,,,2,0
75,39,2021-03-18,13,5,7.0,1.0,0.0,486,2
53,9,2021-03-22,1,0,1.0,0.0,0.0,47,0
44,19,2021-01-23,6,1,,,,148,0
44,79,2021-03-10,546,93,,,,6132,1917
24,79,2021-06-15,100,28,21.0,49.0,2.0,2482,563
27,49,2021-07-14,9,2,4.0,1.0,2.0,1252,26
11,90,2021-02-19,691,6,,,,5603,2954
28,39,2021-03-14,24,4,16.0,3.0,1.0,315,7
11,9,2021-03-22,15,3,9.0,3.0,0.0,750,3
52,19,2021-02-21,0,0,,,,54,0
27,29,2021-07-21,3,0,3.0,0.0,0.0,534,4
28,79,2021-08-01,85,8,39.0,38.0,0.0,3057,753
1,19,2021-01-04,0,0,,,,9,0
6,90,2021-01-06,0,0,,,,2,1
4,9,2021-05-14,0,0,0.0,0.0,0.0,24,0
1,90,2020-12-22,9,0,,,,19,7
32,69,2021-06-28,232,58,90.0,81.0,3.0,6877,1132
52,59,2021-06-29,19,6,12.0,1.0,0.0,1614,64
52,90,2021-06-09,39,0,10.0,29.0,0.0,1563,726
94,69,2021-05-04,16,4,4.0,6.0,2.0,163,21
27,0,2021-07-02,359,32,147.0,171.0,9.0,19762,4835
32,89,2021-04-16,923,35,566.0,322.0,0.0,6950,3124
32,39,2021-03-01,53,10,,,,1077,13
2,59,2021-03-07,1,1,,,,89,3
75,69,2020-03-27,92,29,,,,24,5
94,19,2021-04-28,0,0,0.0,0.0,0.0,5,0
84,0,2021-04-23,3659,685,2189.0,739.0,46.0,45238,10758
76,9,2021-03-16,2,0,1.0,1.0,0.0,134,0
1,29,2021-03-31,0,0,0.0,0.0,0.0,24,0
93,39,2021-05-14,46,10,21.0,10.0,5.0,2030,11
53,89,2020-03-18,22,8,,,,7,2
2,59,2021-07-22,21,4,15.0,2.0,0.0,177,10
11,49,2021-08-03,131,43,64.0,19.0,5.0,10096,348
4,90,2021-03-17,3,0,3.0,0.0,0.0,9,1
2,59,2021-05-27,9,2,5.0,2.0,0.0,160,9
11,49,2021-01-12,178,40,,,,5381,219
28,69,2021-03-21,231,49,117.0,65.0,0.0,1690,290
11,9,2021-04-06,9,3,5.0,1.0,0.0,803,3
53,69,2021-04-25,139,45,64.0,23.0,7.0,1047,128
24,9,2021-07-27,0,0,0.0,0.0,0.0,88,0
6,59,2020-12-28,3,0,,,,86,6
24,89,2021-02-04,338,12,,,,1688,723
94,0,2021-07-21,32,3,6.0,17.0,6.0,961,206
44,0,2021-05-07,2229,436,1260.0,511.0,22.0,35481,9798
11,89,2021-01-28,1556,59,,,,10582,4513
32,90,2021-06-07,179,2,88.0,89.0,0.0,3206,1916
44,90,2021-04-10,266,2,175.0,89.0,0.0,3047,1911
93,69,2021-06-20,208,41,52.0,113.0,2.0,7425,714
94,79,2020-03-27,29,4,,,,2,3
4,29,2021-07-16,6,0,6.0,0.0,0.0,142,1
93,0,2021-07-18,668,98,147.0,406.0,17.0,40864,8080
4,49,2021-02-02,0,0,,,,94,3
4,59,2020-12-14,7,2,,,,115,3
28,89,2021-03-22,369,13,199.0,157.0,0.0,2476,980
11,19,2021-06-21,15,3,9.0,0.0,3.0,1014,4
52,29,2020-12-22,4,0,,,,183,0
94,90,2021-04-03,9,0,7.0,2.0,0.0,65,34
1,19,2021-05-25,0,0,0.0,0.0,0.0,13,0
2,49,2021-06-27,0,0,0.0,0.0,0.0,103,8
3,0,2021-06-13,109,31,72.0,4.0,2.0,2806,130
28,79,2020-12-19,252,33,,,,1161,294
4,49,2021-04-08,31,6,17.0,8.0,0.0,158,5
11,39,2021-05-20,191,48,115.0,18.0,10.0,6492,106
76,89,2020-12-20,458,26,,,,2017,793
44,79,2020-12-09,610,107,,,,3943,1222
2,9,2020-03-22,0,0,,,,0,0
52,59,2021-03-03,51,11,,,,894,46
52,59,2021-03-28,82,23,48.0,11.0,0.0,1026,51
27,49,2021-06-28,20,4,9.0,5.0,2.0,1236,26
53,9,2020-03-19,0,0,,,,2,0
6,0,2020-12-29,8,2,,,,543,41
76,90,2021-04-19,216,5,118.0,93.0,0.0,1853,1065
1,9,2021-03-07,0,0,,,,21,0
27,0,2021-08-04,215,19,117.0,69.0,10.0,20114,4861
28,0,2020-12-21,1142,87,,,,5432,1413
6,90,2021-04-23,0,0,0.0,0.0,0.0,5,1
24,89,2021-05-01,259,5,139.0,115.0,0.0,2540,1014
75,89,2021-07-08,122,2,59.0,61.0,0.0,3977,1591
3,59,2021-01-02,6,2,,,,197,11
6,79,2021-05-09,2,1,1.0,0.0,0.0,129,31
75,69,2021-02-17,186,54,,,,1717,191
2,9,2021-06-15,0,0,0.0,0.0,0.0,1,0
4,0,2021-03-07,145,53,,,,939,78
28,79,2020-12-23,260,31,,,,1191,302
3,29,2021-02-02,4,1,,,,445,3
3,79,2021-03-13,1,1,,,,146,22
28,0,2021-07-01,492,50,198.0,243.0,1.0,14456,3377
93,90,2021-03-22,326,5,130.0,191.0,0.0,2894,1585
24,19,2021-01-31,0,0,,,,46,0
1,59,2020-03-23,2,2,,,,0,0
6,90,2021-01-16,0,0,,,,2,1
52,9,2021-06-07,5,1,4.0,0.0,0.0,66,0
44,9,2021-04-17,2,0,2.0,0.0,0.0,239,1
76,59,2021-05-15,136,46,68.0,18.0,4.0,2648,88
84,89,2021-05-14,656,16,393.0,242.0,5.0,11152,4675
27,69,2021-01-20,224,44,,,,1759,266
44,19,2021-02-10,2,0,,,,168,0
27,39,2021-04-28,22,2,13.0,1.0,6.0,624,10
75,79,2021-03-01,310,58,,,,2250,540
32,29,2021-03-11,28,2,,,,716,3
24,49,2021-06-30,16,5,4.0,7.0,0.0,911,14
76,19,2020-12-09,1,0,,,,95,0
24,59,2021-08-03,29,6,8.0,13.0,2.0,1604,82
28,9,2021-04-09,2,1,1.0,0.0,0.0,47,0
53,9,2021-01-04,1,1,,,,37,0
1,29,2020-12-04,1,0,,,,16,0
44,89,2020-12-20,1003,32,,,,4533,2264
76,19,2021-02-07,1,0,,,,117,0
11,59,2021-01-14,397,103,,,,8754,741
1,0,2021-03-15,35,12,19.0,4.0,0.0,859,183
3,69,2021-05-02,24,7,13.0,4.0,0.0,273,24
32,69,2021-07-18,192,33,84.0,72.0,3.0,6935,1136
1,39,2020-12-08,1,0,,,,55,2
53,79,2021-06-16,98,14,40.0,32.0,12.0,1508,314
1,9,2021-08-03,1,0,1.0,0.0,0.0,31,0
6,29,2020-12-13,0,0,,,,80,0
24,9,2021-07-07,0,0,0.0,0.0,0.0,88,0
76,90,2021-07-08,37,0,9.0,28.0,0.0,2175,1194
75,59,2021-05-26,101,28,60.0,12.0,1.0,2029,96
4,19,2021-01-30,1,0,,,,27,1
53,79,2020-12-15,133,24,,,,612,111
27,69,2021-04-19,241,68,133.0,33.0,7.0,2709,382
93,49,2021-01-04,46,12,,,,1452,20
32,79,2021-04-05,857,213,469.0,173.0,2.0,5982,1687
1,0,2021-04-04,80,16,54.0,9.0,1.0,941,202
6,79,2021-05-03,2,0,2.0,0.0,0.0,128,31
32,0,2021-04-14,3592,703,2057.0,811.0,21.0,30628,7829
1,59,2021-04-09,16,7,7.0,1.0,1.0,174,12
24,29,2020-03-22,1,0,,,,0,0
11,29,2021-07-10,33,5,14.0,9.0,5.0,3779,35
4,49,2021-07-11,18,6,8.0,4.0,0.0,295,8
44,9,2021-04-26,2,0,2.0,0.0,0.0,245,1
84,39,2021-01-01,41,6,,,,1293,10
75,19,2020-03-18,0,0,,,,1,0
1,9,2020-12-14,0,0,,,,21,0
84,49,2021-02-20,90,17,,,,2224,46
94,19,2021-05-03,0,0,0.0,0.0,0.0,5,0
94,89,2021-02-22,31,1,,,,120,55
75,69,2021-07-15,57,12,25.0,20.0,0.0,2901,311
24,59,2021-06-10,57,13,18.0,24.0,2.0,1551,77
24,9,2021-07-26,0,0,0.0,0.0,0.0,88,0
4,79,2021-02-20,9,4,,,,128,20
27,9,2021-02-12,3,0,,,,56,0
4,39,2021-06-28,9,4,4.0,1.0,0.0,199,5
94,29,2021-06-15,0,0,0.0,0.0,0.0,23,0
11,29,2021-05-01,126,24,80.0,7.0,15.0,3252,35
53,59,2021-06-03,51,15,27.0,5.0,4.0,1034,41
6,39,2021-04-18,3,1,2.0,0.0,0.0,181,1
53,39,2021-01-19,5,0,,,,173,2
1,79,2021-07-24,31,5,19.0,7.0,0.0,268,103
4,79,2021-01-04,7,1,,,,108,18
3,69,2020-12-04,3,0,,,,200,19
75,9,2021-03-04,4,1,,,,73,0
24,29,2021-01-08,8,1,,,,137,0
93,0,2021-05-29,1580,275,517.0,773.0,15.0,39337,7920
53,59,2020-03-22,18,8,,,,11,0
52,9,2021-05-22,4,1,3.0,0.0,0.0,73,0
4,9,2020-03-27,0,0,,,,0,0
94,59,2021-04-27,11,5,4.0,2.0,0.0,120,7
44,49,2021-05-17,86,21,56.0,7.0,2.0,2573,84
93,49,2021-04-07,163,39,96.0,19.0,9.0,2432,37
4,79,2021-01-10,6,0,,,,111,19
24,90,2021-03-18,136,1,61.0,74.0,0.0,1016,599
53,59,2021-03-14,53,11,33.0,6.0,3.0,588,25
2,59,2021-04-11,19,7,12.0,0.0,0.0,105,3
11,90,2021-03-20,623,11,333.0,279.0,0.0,6198,3277
44,19,2021-03-13,2,0,,,,193,0
52,79,2021-01-10,176,26,,,,1256,264
44,19,2021-02-07,2,0,,,,165,0
4,0,2021-02-07,31,5,,,,807,56
93,79,2021-03-24,788,167,350.0,269.0,2.0,6303,1422
11,49,2021-04-26,570,181,341.0,32.0,16.0,8344,298
32,89,2021-07-21,236,3,103.0,127.0,3.0,8270,3577
84,90,2021-05-14,273,0,150.0,123.0,0.0,5076,2724
32,19,2020-12-21,8,3,,,,152,0
44,49,2021-07-09,22,6,10.0,4.0,2.0,2733,85
76,49,2021-07-22,21,1,10.0,10.0,0.0,1662,31
27,39,2021-02-01,15,3,,,,435,8
53,39,2021-06-05,7,0,5.0,1.0,1.0,395,3
1,79,2021-01-12,12,1,,,,136,55
44,0,2021-03-15,2288,357,1335.0,579.0,17.0,29433,8420
93,90,2021-01-23,510,3,,,,1996,1061
52,89,2021-04-10,244,6,165.0,73.0,0.0,2784,1005
32,59,2021-01-13,145,35,,,,2432,163
94,49,2020-12-18,1,1,,,,40,2
4,89,2021-07-07,23,1,11.0,11.0,0.0,170,70
76,39,2021-01-29,12,4,,,,511,3
94,69,2021-01-29,9,1,,,,97,15
84,59,2021-06-27,107,26,39.0,38.0,4.0,6303,288
24,49,2021-01-01,17,3,,,,390,7
2,39,2021-05-28,5,5,0.0,0.0,0.0,52,4
3,79,2021-02-08,5,3,,,,138,20
24,69,2021-02-03,159,37,,,,1139,133
11,39,2021-02-18,117,23,,,,4059,75
84,69,2021-04-03,614,175,323.0,103.0,13.0,6557,824
27,39,2021-02-17,17,4,,,,459,8
44,89,2020-12-12,871,29,,,,4319,2165
27,90,2021-03-14,155,1,81.0,73.0,0.0,1842,964
44,49,2021-07-29,26,7,13.0,4.0,2.0,2746,85
3,79,2021-05-27,24,7,17.0,0.0,0.0,182,27
4,79,2021-06-02,35,8,19.0,8.0,0.0,251,58
94,90,2021-06-02,3,0,0.0,3.0,0.0,83,43
1,89,2020-12-26,13,0,,,,91,43
75,79,2021-04-13,329,81,182.0,66.0,0.0,2728,650
84,39,2021-02-18,44,5,,,,1556,13
3,29,2021-04-02,0,0,0.0,0.0,0.0,463,3
44,29,2021-05-20,19,2,12.0,1.0,4.0,902,3
24,59,2021-07-26,28,6,7.0,12.0,3.0,1599,81
84,69,2021-01-06,540,119,,,,4506,552
52,9,2021-05-11,5,1,4.0,0.0,0.0,71,0
24,19,2021-07-05,0,0,0.0,0.0,0.0,82,0
94,49,2021-06-19,2,0,0.0,1.0,1.0,64,2
24,49,2021-01-21,19,2,,,,418,8
4,79,2021-02-01,5,1,,,,117,19
1,9,2021-01-12,0,0,,,,21,0
84,0,2021-06-07,1576,254,731.0,566.0,25.0,50415,11550
1,90,2021-07-04,8,0,6.0,2.0,0.0,39,22
11,9,2021-03-05,6,0,,,,716,3
4,0,2021-01-30,21,2,,,,791,55
84,19,2021-01-05,7,0,,,,231,0
32,39,2021-05-26,62,12,44.0,5.0,1.0,1666,26
94,49,2021-05-04,4,1,2.0,0.0,1.0,57,2
32,90,2021-02-02,394,6,,,,1959,1189
84,39,2021-04-10,77,15,55.0,3.0,4.0,1857,16
93,29,2021-05-24,18,4,9.0,4.0,1.0,1290,6
93,9,2021-04-16,6,0,5.0,1.0,0.0,258,0
75,39,2021-01-12,19,1,,,,357,2
75,0,2021-02-19,1340,180,,,,10875,2682
75,9,2021-07-10,2,2,0.0,0.0,0.0,115,0
94,49,2021-03-09,1,0,,,,45,2
27,90,2021-04-22,158,0,104.0,54.0,0.0,2028,1067
93,29,2020-12-18,8,0,,,,749,2
3,89,2021-05-14,1,0,1.0,0.0,0.0,72,17
75,79,2021-01-16,288,61,,,,1684,368
76,19,2021-04-10,3,0,3.0,0.0,0.0,151,0
24,79,2021-03-15,281,63,110.0,105.0,3.0,1671,394
53,90,2021-07-11,33,0,12.0,19.0,2.0,788,432
24,29,2021-04-17,9,1,3.0,1.0,4.0,236,1
52,9,2021-07-04,3,0,3.0,0.0,0.0,70,0
4,89,2021-01-29,3,1,,,,65,14
93,29,2021-01-20,8,2,,,,829,2
32,59,2021-03-18,293,85,168.0,36.0,4.0,3314,212
76,19,2021-06-09,5,0,4.0,0.0,1.0,189,0
2,39,2021-06-10,5,3,2.0,0.0,0.0,52,4
1,90,2021-03-16,1,0,1.0,0.0,0.0,24,10
1,90,2021-01-25,8,0,,,,20,7
52,19,2020-12-17,2,1,,,,42,0
24,39,2021-01-02,11,2,,,,231,2
1,90,2021-06-03,2,0,0.0,2.0,0.0,39,20
84,0,2020-12-25,4153,423,,,,27298,6478
75,19,2021-02-17,1,0,,,,92,0
53,29,2021-06-10,5,1,3.0,0.0,1.0,238,0
11,19,2021-02-27,21,2,,,,621,4
44,19,2021-04-20,4,0,1.0,0.0,3.0,217,0
32,0,2021-01-13,2320,251,,,,18930,4774
1,19,2021-02-09,0,0,,,,9,0
28,39,2021-02-24,17,5,,,,294,4
44,9,2020-12-22,3,0,,,,187,1
44,90,2021-07-11,65,0,33.0,32.0,0.0,3451,2100
27,0,2021-07-08,321,28,121.0,163.0,9.0,19821,4840
32,0,2021-04-24,3488,712,1935.0,825.0,16.0,32289,8170
1,69,2020-12-11,11,2,,,,170,42
75,89,2021-04-17,364,15,220.0,129.0,0.0,3414,1392
28,59,2021-05-26,116,33,47.0,36.0,0.0,1650,105
84,90,2021-01-08,657,3,,,,3244,1768
76,49,2021-01-14,35,7,,,,793,14
44,39,2021-06-21,17,1,12.0,3.0,1.0,1660,32
76,79,2021-06-01,235,50,75.0,108.0,2.0,4405,982
93,19,2021-07-20,3,1,2.0,0.0,0.0,419,0
44,9,2021-06-07,1,0,1.0,0.0,0.0,259,1
28,59,2021-03-01,82,17,,,,969,66
94,39,2021-04-16,4,0,3.0,1.0,0.0,46,1
52,79,2021-03-08,175,23,,,,1722,372
27,19,2021-04-21,2,2,0.0,0.0,0.0,169,0
75,0,2021-06-26,448,53,208.0,187.0,0.0,17131,3859
84,90,2021-01-20,597,2,,,,3519,1901
52,69,2020-12-24,133,24,,,,912,103
94,90,2021-07-21,3,0,0.0,3.0,0.0,83,43
27,89,2021-07-04,105,1,41.0,61.0,2.0,4900,2009
76,89,2021-03-24,408,22,207.0,178.0,1.0,3558,1409
44,9,2021-06-10,0,0,0.0,0.0,0.0,261,1
24,69,2021-05-17,163,58,63.0,42.0,0.0,1999,236
2,90,2021-03-11,3,1,,,,7,6
2,49,2021-07-14,3,1,2.0,0.0,0.0,105,8
44,89,2021-03-16,658,25,400.0,230.0,3.0,7199,3477
28,89,2020-12-14,363,6,,,,1202,525
24,29,2021-05-27,10,0,7.0,1.0,2.0,286,1
6,49,2021-02-09,19,7,,,,89,9
94,69,2021-06-21,7,0,1.0,5.0,1.0,174,22
32,19,2021-01-28,5,0,,,,172,1
27,9,2021-06-02,0,0,0.0,0.0,0.0,82,0
52,89,2021-06-02,109,5,58.0,46.0,0.0,3217,1138
11,49,2021-03-12,267,82,,,,6395,251
76,29,2021-05-23,13,1,11.0,0.0,1.0,556,3
2,59,2021-07-13,10,4,4.0,2.0,0.0,170,9
32,9,2021-03-18,5,0,5.0,0.0,0.0,229,0
93,29,2021-02-10,23,3,,,,885,2
53,49,2021-02-08,24,3,,,,277,5
84,0,2021-04-17,3751,677,2350.0,682.0,42.0,44118,10527
24,59,2021-01-23,78,18,,,,715,38
75,0,2021-07-25,415,46,206.0,163.0,0.0,17378,3877
28,9,2021-06-19,0,0,0.0,0.0,0.0,82,0
75,79,2021-02-19,322,63,,,,2149,514
11,79,2020-03-23,600,176,,,,81,50
94,0,2021-03-07,98,13,,,,646,148
76,29,2021-04-02,16,1,15.0,0.0,0.0,453,3
1,19,2020-12-16,0,0,,,,9,0
32,49,2020-12-10,64,8,,,,1219,31
76,79,2021-03-28,403,101,197.0,104.0,1.0,3412,741
94,59,2021-04-15,10,3,3.0,2.0,2.0,114,7
84,79,2020-03-21,159,41,,,,45,10
94,49,2020-12-19,1,1,,,,40,2
11,19,2020-12-08,27,3,,,,467,4
28,39,2021-03-02,20,4,,,,297,5
76,49,2020-12-17,34,7,,,,720,11
28,89,2021-04-14,428,10,229.0,189.0,0.0,2764,1102
32,49,2021-05-17,170,63,92.0,15.0,0.0,2744,64
27,59,2021-03-10,75,17,,,,1408,95
32,39,2021-03-04,52,12,,,,1102,14
44,29,2021-04-21,28,3,21.0,1.0,3.0,817,3
93,79,2021-04-28,780,167,322.0,287.0,4.0,7362,1666
32,69,2021-05-17,567,176,287.0,101.0,3.0,6335,1054
11,49,2020-12-12,174,41,,,,5071,206
3,59,2021-01-14,10,2,,,,205,13
24,29,2021-03-25,10,0,5.0,2.0,3.0,202,1
84,90,2021-01-24,592,1,,,,3601,1928
76,39,2021-05-29,23,6,16.0,1.0,0.0,930,6
24,29,2021-07-30,4,0,0.0,1.0,3.0,314,1
4,90,2021-01-26,0,0,,,,7,0
75,90,2020-12-29,235,6,,,,891,474
53,79,2020-12-21,130,23,,,,635,118
32,89,2021-06-16,415,12,200.0,203.0,0.0,8059,3549
6,49,2021-06-10,0,0,0.0,0.0,0.0,180,15
4,9,2021-04-02,1,0,1.0,0.0,0.0,23,0
3,49,2021-07-21,10,1,8.0,0.0,1.0,460,7
1,59,2021-05-15,25,12,11.0,1.0,1.0,245,18
1,90,2021-07-15,6,0,3.0,3.0,0.0,42,23
93,89,2020-12-20,721,27,,,,3457,1378
2,90,2021-05-11,3,0,3.0,0.0,0.0,14,10
76,0,2021-07-01,460,54,154.0,243.0,9.0,21635,4592
4,29,2021-02-10,2,0,,,,73,1
44,19,2021-02-24,5,0,,,,174,0
4,59,2021-04-14,29,12,13.0,4.0,0.0,248,21
6,9,2021-04-21,1,0,1.0,0.0,0.0,28,0
2,69,2021-01-08,2,1,,,,80,8
76,0,2020-12-21,1314,194,,,,9667,1996
11,79,2021-06-08,750,153,232.0,351.0,14.0,17149,4838
52,39,2021-07-01,2,1,1.0,0.0,0.0,595,3
1,9,2020-03-24,0,0,,,,0,0
93,39,2021-05-25,45,5,25.0,12.0,3.0,2067,11
32,39,2021-06-28,26,7,14.0,4.0,1.0,1773,27
32,9,2020-12-13,4,0,,,,172,0
44,49,2021-03-09,80,14,,,,1868,67
44,49,2021-04-29,151,37,103.0,9.0,2.0,2360,82
76,39,2020-12-17,12,3,,,,429,3
24,19,2021-07-07,0,0,0.0,0.0,0.0,82,0
